Date,Adj Close,Close,High,Low,Mid,Open,Volume
2020-08-26 09:30:00,2.3350000381469727,2.3350000381469727,2.3499999046325684,2.309999942779541,2.3299999237060547,2.3299999237060547,127482
2020-08-26 09:35:00,2.3310000896453857,2.3310000896453857,2.3399999141693115,2.3199999332427983,2.3299999237060547,2.3299999237060547,51848
2020-08-26 09:40:00,2.3376998901367188,2.3376998901367188,2.3399999141693115,2.3301000595092773,2.3350499868392944,2.336999893188477,21914
2020-08-26 09:45:00,2.3199999332427983,2.3199999332427983,2.3350000381469727,2.3199999332427983,2.3274999856948853,2.3299999237060547,20920
2020-08-26 09:50:00,2.312000036239624,2.312000036239624,2.3199999332427983,2.312000036239624,2.315999984741211,2.3199999332427983,21156
2020-08-26 09:55:00,2.316400051116944,2.316400051116944,2.318000078201294,2.309999942779541,2.314000010490417,2.315000057220459,6164
2020-08-26 10:00:00,2.309999942779541,2.309999942779541,2.3199999332427983,2.3025999069213867,2.3112999200820923,2.3199999332427983,15398
2020-08-26 10:05:00,2.325000047683716,2.325000047683716,2.325000047683716,2.309900045394897,2.317450046539306,2.309900045394897,33663
2020-08-26 10:10:00,2.3299999237060547,2.3299999237060547,2.3299999237060547,2.3199999332427983,2.3249999284744263,2.3224000930786133,7862
2020-08-26 10:15:00,2.3050000667572017,2.3050000667572017,2.3299999237060547,2.3050000667572017,2.3174999952316284,2.3199999332427983,57256
2020-08-26 10:20:00,2.3199999332427983,2.3199999332427983,2.3199999332427983,2.299999952316284,2.309999942779541,2.299999952316284,76769
2020-08-26 10:25:00,2.3199999332427983,2.3199999332427983,2.3199999332427983,2.307800054550171,2.3138999938964844,2.309999942779541,38447
2020-08-26 10:30:00,2.318000078201294,2.318000078201294,2.3199999332427983,2.309999942779541,2.314999938011169,2.315000057220459,6566
2020-08-26 10:35:00,2.309999942779541,2.309999942779541,2.3199999332427983,2.299999952316284,2.309999942779541,2.3199999332427983,30482
2020-08-26 10:40:00,2.299999952316284,2.299999952316284,2.309999942779541,2.299999952316284,2.3049999475479126,2.309000015258789,11778
2020-08-26 10:45:00,2.2950000762939453,2.2950000762939453,2.308900117874145,2.289999961853028,2.2994500398635864,2.299999952316284,119917
2020-08-26 10:50:00,2.289999961853028,2.289999961853028,2.2950000762939453,2.2799999713897705,2.287500023841858,2.289999961853028,55581
2020-08-26 10:55:00,2.282000064849853,2.282000064849853,2.289999961853028,2.2799999713897705,2.284999966621399,2.287899971008301,21269
2020-08-26 11:00:00,2.289999961853028,2.289999961853028,2.2920000553131104,2.2799999713897705,2.2860000133514404,2.2899000644683842,39892
2020-08-26 11:05:00,2.2950000762939453,2.2950000762939453,2.299999952316284,2.289999961853028,2.294999957084656,2.289999961853028,16886
2020-08-26 11:10:00,2.299999952316284,2.299999952316284,2.299999952316284,2.289999961853028,2.294999957084656,2.2936999797821045,20009
2020-08-26 11:15:00,2.2850000858306885,2.2850000858306885,2.29830002784729,2.2799999713897705,2.2891499996185303,2.289999961853028,29650
2020-08-26 11:20:00,2.282000064849853,2.282000064849853,2.289999961853028,2.2799999713897705,2.284999966621399,2.2799999713897705,11312
2020-08-26 11:25:00,2.2850000858306885,2.2850000858306885,2.289999961853028,2.2799999713897705,2.284999966621399,2.2850000858306885,8625
2020-08-26 11:30:00,2.2850000858306885,2.2850000858306885,2.289999961853028,2.2799999713897705,2.284999966621399,2.287400007247925,15063
2020-08-26 11:35:00,2.2850000858306885,2.2850000858306885,2.289999961853028,2.2799999713897705,2.284999966621399,2.285900115966797,8559
2020-08-26 11:40:00,2.2850000858306885,2.2850000858306885,2.289999961853028,2.2799999713897705,2.284999966621399,2.2850000858306885,22696
2020-08-26 11:45:00,2.2980000972747803,2.2980000972747803,2.299799919128418,2.2850000858306885,2.292400002479553,2.2880001068115234,65276
2020-08-26 11:50:00,2.289999961853028,2.289999961853028,2.299999952316284,2.289999961853028,2.294999957084656,2.299999952316284,18523
2020-08-26 11:55:00,2.289999961853028,2.289999961853028,2.2950000762939453,2.289999961853028,2.2925000190734863,2.2950000762939453,2159
2020-08-26 12:00:00,2.289999961853028,2.289999961853028,2.289999961853028,2.2799999713897705,2.284999966621399,2.289999961853028,23142
2020-08-26 12:05:00,2.2880001068115234,2.2880001068115234,2.289999961853028,2.2799999713897705,2.284999966621399,2.2850000858306885,3599
2020-08-26 12:10:00,2.289999961853028,2.289999961853028,2.289999961853028,2.2850000858306885,2.287500023841858,2.289999961853028,4776
2020-08-26 12:15:00,2.2950000762939453,2.2950000762939453,2.299999952316284,2.2850000858306885,2.2925000190734863,2.289999961853028,60420
2020-08-26 12:20:00,2.289999961853028,2.289999961853028,2.299999952316284,2.289999961853028,2.294999957084656,2.299999952316284,31054
2020-08-26 12:25:00,2.299999952316284,2.299999952316284,2.299999952316284,2.289999961853028,2.294999957084656,2.2950000762939453,6693
2020-08-26 12:30:00,2.299999952316284,2.299999952316284,2.299999952316284,2.29229998588562,2.2961499691009517,2.2957000732421875,19506
2020-08-26 12:35:00,2.2950000762939453,2.2950000762939453,2.299999952316284,2.289999961853028,2.294999957084656,2.2941999435424805,8558
2020-08-26 12:40:00,2.2950000762939453,2.2950000762939453,2.299999952316284,2.289999961853028,2.294999957084656,2.299999952316284,54808
2020-08-26 12:45:00,2.2950000762939453,2.2950000762939453,2.299999952316284,2.289999961853028,2.294999957084656,2.2950000762939453,5541
2020-08-26 12:50:00,2.2950000762939453,2.2950000762939453,2.299999952316284,2.289999961853028,2.294999957084656,2.289999961853028,30629
2020-08-26 12:55:00,2.2950000762939453,2.2950000762939453,2.299999952316284,2.289999961853028,2.294999957084656,2.2950000762939453,8765
2020-08-26 13:00:00,2.2976000308990483,2.2976000308990483,2.299999952316284,2.289999961853028,2.294999957084656,2.291399955749512,8128
2020-08-26 13:05:00,2.299999952316284,2.299999952316284,2.299999952316284,2.289999961853028,2.294999957084656,2.289999961853028,1134
2020-08-26 13:10:00,2.2978999614715576,2.2978999614715576,2.299999952316284,2.2950000762939453,2.2975000143051147,2.2950000762939453,8772
2020-08-26 13:15:00,2.289999961853028,2.289999961853028,2.299999952316284,2.289999961853028,2.294999957084656,2.297499895095825,4631
